Name,Description,Headquarters,Status,Years active,Financial health
ARUP GROUP LIMITED,"Arup (officially Arup Group Limited) is a multinational professional services firm headquartered in London which provides engineering, design, planning, project management and consulting services for all aspects of the built environment.",London,Active,73,Very good
